,state_x,state_y,move_dir,throw_dir,Action,move_x,move_y,throw_dir_2,u,v
450,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
451,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
452,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
453,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
454,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
455,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
456,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
457,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
458,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
459,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
460,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
461,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
462,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
463,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
464,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
465,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
466,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
467,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
468,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
469,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
470,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
471,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
472,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
473,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
474,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
475,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
476,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
477,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
478,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
479,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
480,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
481,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
482,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
483,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
484,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
485,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
486,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
487,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
488,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
489,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
490,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
491,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
492,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
493,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
494,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
495,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
496,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
497,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
498,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
499,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
500,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
501,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
502,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
503,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
504,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
505,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
506,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
507,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
508,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
509,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
510,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
511,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
512,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
513,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
514,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
515,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
516,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
517,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
518,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
519,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
520,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
521,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
522,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
523,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
524,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
525,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
526,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
527,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
528,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
529,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
530,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
531,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
532,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
533,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
534,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
535,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
536,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
537,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
538,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
539,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
540,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
541,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
542,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
543,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
544,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
545,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
546,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
547,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
548,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
549,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
550,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
551,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
552,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
553,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
554,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
555,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
556,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
557,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
558,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
559,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
560,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
561,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
562,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
563,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
564,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
565,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
566,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
567,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
568,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
569,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
570,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
571,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
572,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
573,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
574,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
575,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
576,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
577,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
578,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
579,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
580,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
581,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
582,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
583,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
584,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
585,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
586,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
587,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
588,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
589,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
590,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
591,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
592,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
593,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
594,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
595,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
596,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
597,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
598,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
599,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
600,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
601,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
602,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
603,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
604,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
605,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
606,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
607,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
608,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
609,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
610,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
611,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
612,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
613,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
614,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
615,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
616,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
617,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
618,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
619,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
620,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
621,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
622,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
623,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
624,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
625,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
626,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
627,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
628,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
629,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
630,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
631,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
632,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
633,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
634,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
635,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
636,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
637,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
638,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
639,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
640,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
641,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
642,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
643,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
644,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
645,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
646,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
647,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
648,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
649,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
650,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
651,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
652,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
653,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
654,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
655,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
656,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
657,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
658,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
659,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
660,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
661,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
662,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
663,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
664,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
665,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
666,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
667,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
668,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
669,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
670,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
671,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
672,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
673,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
674,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
675,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
676,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
677,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
678,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
679,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
680,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
681,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
682,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
683,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
684,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
685,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
686,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
687,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
688,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
689,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
690,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
691,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
692,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
693,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
694,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
695,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
696,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
697,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
698,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
699,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
700,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
701,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
702,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
703,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
704,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
705,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
706,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
707,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
708,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
709,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
710,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
711,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
712,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
713,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
714,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
715,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
716,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
717,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
718,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
719,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
720,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
721,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
722,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
723,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
724,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
725,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
726,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
727,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
728,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
729,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
730,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
731,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
732,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
733,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
734,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
735,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
736,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
737,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
738,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
739,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
740,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
741,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
742,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
743,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
744,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
745,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
746,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
747,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
748,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
749,0,0,none,0,THROW,-1000,-1000,0,0.0,0.1
750,0,1,none,180,THROW,-1000,-1000,180,0.0,-0.1
751,0,2,none,180,THROW,-1000,-1000,180,0.0,-0.1
752,0,3,none,180,THROW,-1000,-1000,180,0.0,-0.1
753,0,4,4,none,MOVE,0,-1,-1000,0.0,-0.1
754,0,5,3,none,MOVE,1,-1,-1000,0.1,-0.1
755,0,5,4,none,MOVE,0,-1,-1000,0.0,-0.1
756,0,5,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
757,0,6,3,none,MOVE,1,-1,-1000,0.1,-0.1
758,0,6,4,none,MOVE,0,-1,-1000,0.0,-0.1
759,0,6,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
760,0,7,3,none,MOVE,1,-1,-1000,0.1,-0.1
761,0,7,4,none,MOVE,0,-1,-1000,0.0,-0.1
762,0,7,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
763,0,8,3,none,MOVE,1,-1,-1000,0.1,-0.1
764,0,8,4,none,MOVE,0,-1,-1000,0.0,-0.1
765,0,8,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
766,0,9,3,none,MOVE,1,-1,-1000,0.1,-0.1
767,0,9,4,none,MOVE,0,-1,-1000,0.0,-0.1
768,0,9,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
769,0,10,3,none,MOVE,1,-1,-1000,0.1,-0.1
770,0,10,4,none,MOVE,0,-1,-1000,0.0,-0.1
771,0,10,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
772,1,-10,0,none,MOVE,0,1,-1000,0.0,0.1
773,1,-10,1,none,MOVE,1,1,-1000,0.1,0.1
774,1,-10,7,none,MOVE,-1,1,-1000,-0.1,0.1
775,1,-9,0,none,MOVE,0,1,-1000,0.0,0.1
776,1,-9,1,none,MOVE,1,1,-1000,0.1,0.1
777,1,-9,7,none,MOVE,-1,1,-1000,-0.1,0.1
778,1,-8,0,none,MOVE,0,1,-1000,0.0,0.1
779,1,-8,1,none,MOVE,1,1,-1000,0.1,0.1
780,1,-8,7,none,MOVE,-1,1,-1000,-0.1,0.1
781,1,-7,0,none,MOVE,0,1,-1000,0.0,0.1
782,1,-7,1,none,MOVE,1,1,-1000,0.1,0.1
783,1,-7,7,none,MOVE,-1,1,-1000,-0.1,0.1
784,1,-6,0,none,MOVE,0,1,-1000,0.0,0.1
785,1,-6,1,none,MOVE,1,1,-1000,0.1,0.1
786,1,-6,7,none,MOVE,-1,1,-1000,-0.1,0.1
787,1,-5,0,none,MOVE,0,1,-1000,0.0,0.1
788,1,-5,7,none,MOVE,-1,1,-1000,-0.1,0.1
789,1,-4,7,none,MOVE,-1,1,-1000,-0.1,0.1
790,1,-3,7,none,MOVE,-1,1,-1000,-0.1,0.1
791,1,-2,7,none,MOVE,-1,1,-1000,-0.1,0.1
792,1,-1,none,315,THROW,-1000,-1000,315,-0.1,0.09999999999999996
793,1,-1,7,315,MOVE,-1,1,315,-0.1,0.1
794,1,0,none,270,THROW,-1000,-1000,270,-0.1,0.0
795,1,1,none,225,THROW,-1000,-1000,225,-0.1,-0.10000000000000003
796,1,1,5,225,MOVE,-1,-1,225,-0.1,-0.1
797,1,2,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
798,1,3,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
799,1,4,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
800,1,5,4,none,MOVE,0,-1,-1000,0.0,-0.1
801,1,5,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
802,1,6,3,none,MOVE,1,-1,-1000,0.1,-0.1
803,1,6,4,none,MOVE,0,-1,-1000,0.0,-0.1
804,1,6,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
805,1,7,3,none,MOVE,1,-1,-1000,0.1,-0.1
806,1,7,4,none,MOVE,0,-1,-1000,0.0,-0.1
807,1,7,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
808,1,8,3,none,MOVE,1,-1,-1000,0.1,-0.1
809,1,8,4,none,MOVE,0,-1,-1000,0.0,-0.1
810,1,8,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
811,1,9,3,none,MOVE,1,-1,-1000,0.1,-0.1
812,1,9,4,none,MOVE,0,-1,-1000,0.0,-0.1
813,1,9,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
814,1,10,3,none,MOVE,1,-1,-1000,0.1,-0.1
815,1,10,4,none,MOVE,0,-1,-1000,0.0,-0.1
816,1,10,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
817,2,-10,0,none,MOVE,0,1,-1000,0.0,0.1
818,2,-10,1,none,MOVE,1,1,-1000,0.1,0.1
819,2,-10,7,none,MOVE,-1,1,-1000,-0.1,0.1
820,2,-9,0,none,MOVE,0,1,-1000,0.0,0.1
821,2,-9,1,none,MOVE,1,1,-1000,0.1,0.1
822,2,-9,7,none,MOVE,-1,1,-1000,-0.1,0.1
823,2,-8,0,none,MOVE,0,1,-1000,0.0,0.1
824,2,-8,1,none,MOVE,1,1,-1000,0.1,0.1
825,2,-8,7,none,MOVE,-1,1,-1000,-0.1,0.1
826,2,-7,0,none,MOVE,0,1,-1000,0.0,0.1
827,2,-7,1,none,MOVE,1,1,-1000,0.1,0.1
828,2,-7,7,none,MOVE,-1,1,-1000,-0.1,0.1
829,2,-6,0,none,MOVE,0,1,-1000,0.0,0.1
830,2,-6,7,none,MOVE,-1,1,-1000,-0.1,0.1
831,2,-5,7,none,MOVE,-1,1,-1000,-0.1,0.1
832,2,-4,7,none,MOVE,-1,1,-1000,-0.1,0.1
833,2,-3,7,none,MOVE,-1,1,-1000,-0.1,0.1
834,2,-2,7,none,MOVE,-1,1,-1000,-0.1,0.1
835,2,-1,7,none,MOVE,-1,1,-1000,-0.1,0.1
836,2,0,none,270,THROW,-1000,-1000,270,-0.1,0.0
837,2,1,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
838,2,2,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
839,2,3,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
840,2,4,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
841,2,5,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
842,2,6,4,none,MOVE,0,-1,-1000,0.0,-0.1
843,2,6,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
844,2,7,3,none,MOVE,1,-1,-1000,0.1,-0.1
845,2,7,4,none,MOVE,0,-1,-1000,0.0,-0.1
846,2,7,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
847,2,8,3,none,MOVE,1,-1,-1000,0.1,-0.1
848,2,8,4,none,MOVE,0,-1,-1000,0.0,-0.1
849,2,8,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
850,2,9,3,none,MOVE,1,-1,-1000,0.1,-0.1
851,2,9,4,none,MOVE,0,-1,-1000,0.0,-0.1
852,2,9,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
853,2,10,3,none,MOVE,1,-1,-1000,0.1,-0.1
854,2,10,4,none,MOVE,0,-1,-1000,0.0,-0.1
855,2,10,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
856,3,-10,0,none,MOVE,0,1,-1000,0.0,0.1
857,3,-10,1,none,MOVE,1,1,-1000,0.1,0.1
858,3,-10,7,none,MOVE,-1,1,-1000,-0.1,0.1
859,3,-9,0,none,MOVE,0,1,-1000,0.0,0.1
860,3,-9,1,none,MOVE,1,1,-1000,0.1,0.1
861,3,-9,7,none,MOVE,-1,1,-1000,-0.1,0.1
862,3,-8,0,none,MOVE,0,1,-1000,0.0,0.1
863,3,-8,1,none,MOVE,1,1,-1000,0.1,0.1
864,3,-8,7,none,MOVE,-1,1,-1000,-0.1,0.1
865,3,-7,0,none,MOVE,0,1,-1000,0.0,0.1
866,3,-7,7,none,MOVE,-1,1,-1000,-0.1,0.1
867,3,-6,7,none,MOVE,-1,1,-1000,-0.1,0.1
868,3,-5,7,none,MOVE,-1,1,-1000,-0.1,0.1
869,3,-4,7,none,MOVE,-1,1,-1000,-0.1,0.1
870,3,-3,7,none,MOVE,-1,1,-1000,-0.1,0.1
871,3,-2,7,none,MOVE,-1,1,-1000,-0.1,0.1
872,3,-1,7,none,MOVE,-1,1,-1000,-0.1,0.1
873,3,0,none,270,THROW,-1000,-1000,270,-0.1,0.0
874,3,1,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
875,3,2,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
876,3,3,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
877,3,4,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
878,3,5,5,none,MOVE,-1,-1,-1000,-0.1,-0.1
